"codigo_ibge","municipio","areas_protegidas_percent_area_total_do_municipio","desmatamento_acumulado_percent_area_total_do_municipio","desmatamento_recente_percent_area_total_do_municipio","estado","ips_amazonia","ranking_ips","necessidades_humanas_basicas","fundamentos_para_o_bem_estar","oportunidades","nutricao_e_cuidados_medicos_basicos","agua_e_saneamento","moradia","moradias_com_iluminacao_adequada_percent_de_domicilios","moradias_com_parede_adequada_percent_de_domicilios","moradias_com_piso_adequado_percent_de_domicilios","seguranca_pessoal","acesso_ao_conhecimento_basico","acesso_a_informacao_e_comunicacao","saude_e_bem_estar","qualidade_do_meio_ambiente","direitos_individuais","liberdade_individual_e_de_escolha","tolerancia_e_inclusao","acesso_a_educacao_superior","mortalidade_infantil_ate_5_anos_obitos_1_000_nasc_vivos","mortalidade_materna_obitos_maternos_100_000_nascidos_vivos","mortalidade_por_desnutricao_obitos_100_000_habitantes","mortalidade_por_doencas_infecciosas_obitos_100_000_habitantes","subnutricao_percent_da_populacao","abastecimento_de_agua_adequado_percent_da_populacao","esgoto_adequado_percent_da_populacao","indice_atendimento_de_agua_percent_da_populacao","coleta_de_lixo_adequada_percent_de_domicilios","assassinatos_de_jovens_obitos_100_000_habitantes_de_15_a_29_anos","assassinatos_de_jovens_taxa_pontuada_em_uma_escala_de_1_6_1_0_2_1_6_3_6_10_4_10_20_5_20_40_6_40","homicidios_obitos_100_000_habitantes","homicidios_categorico_taxa_pontuada_em_uma_escala_de_1_6_1_0_2_1_6_3_6_10_4_10_20_5_20_40_6_40","mortes_por_acidente_no_transito_obitos_100_000_habitantes","abandono_escolar_ensino_fundamental_percent_de_alunos","distorcao_idade_serie_ensino_fundamental_percent_de_alunos","distorcao_idade_serie_ensino_medio_percent_de_alunos","qualidade_da_educacao_ideb_ensino_fundamental","reprovacao_escolar_ensino_fundamental_percent_de_alunos","densidade_internet_banda_larga_no_de_acessos_100_domicilios","densidade_telefonia_fixa_no_de_acessos_100_domicilios","densidade_telefonia_movel_no_de_acessos_100_habitantes","densidade_tv_por_assinatura_no_de_acessos_100_domicilios","mortalidade_por_diabetes_mellitus_obitos_100_000_habitantes","mortalidade_por_cancer_obitos_100_000_habitantes","mortalidade_por_doencas_circulatorias_obitos_100_000_habitantes","mortalidade_por_doencas_respiratorias_obitos_100_000_habitantes","mortalidade_por_suicidios_obitos_100_000_habitantes","emissoes_co2_ton_co2_habitante","focos_de_calor_na_de_focos_1_000_habitantes","diversidade_partidaria_percent_vereadores_eleitos_partidos_diferentes","transporte_publico_no_de_onibus_e_micro_onibus_1_000_habitantes","acesso_a_programas_de_direitos_humanos_categorico_0_15_0_nenhum_programa_15_todos_os_programas_de_direitos_humanos_implantados","existencia_de_acoes_para_direitos_de_minorias_categorico_0_15_0_nenhum_programa_11_todos_os_programas_de_direitos_humanos_implantados","acesso_a_cultura_esporte_e_lazer_categorica_1_10","gravidez_na_infancia_e_adolescencia_percent_de_filhos_de_maes_com_ate_19_anos","trabalho_infantil_no_de_familias_com_ao_menos_1_membro_em_trabalho_infantil_1_000_familias","vulnerabilidade_familiar_percent_de_filhos_de_maes_solteiras","violencia_contra_indigenas_no_de_casos_1_000_indigenas","violencia_contra_indigenas_taxa_pontuada_em_uma_escala_de_1_5_1_0_2_0_1_2_7_3_2_7_8_8_4_8_8_20_8_5_20_8","violencia_contra_mulheres_no_de_casos_100_000_mulheres","violencia_infantil_no_de_casos_100_000_pessoas_de_0_14_anos","violencia_infantil_taxa_pontuada_em_uma_escala_de_1_5_1_0_2_1_1_40_1_3_40_1_133_1_4_133_1_496_0_5_496_0","empregos_ensino_superior_percent_de_empregos_em_relacao_ao_total","mulheres_com_empregos_ensino_superior_percent_de_empregos_em_relacao_ao_total","ano"
1100114,"Jaru",5.47,88.2518307436085,0.0770152655890194,"RO",55.7383985498286,276,59.5092953996083,58.1671272947208,49.5387729551566,92.9883968118693,27.4933434647104,80.2910286053372,96.5218168812589,98.6140915593705,59.1721795101019,37.2644127165164,70.1794363449702,27.4405150506139,81.388846229,53.6597115542991,25.2611266558658,72.4167302572978,87.2469280395519,13.2303068679111,11.5340253748558,1.13390041195385,3.85111586082067,9.62778965205168,6.9331158238,20.64556509299,27.0153108282605,35.43,69.2864806866953,54.7173264497809,6,34.034854837864,5,31.4966075483928,2,23,26.9,4.4,9.5,16.3351241443732,25.526536632,97.9837782576,6.495538971927,34.6600427473861,61.6178537731308,94.3523385901065,38.5111586082067,3.85111586082067,24.242500307237,0.125906074069,60,3.93396683971331,5,0,5,21.2226066897347,63.8241897297798,24.9134948096886,0,1,37.7486693594051,15.3645233156641,2,18.6818516589125,12.7180297831827,2014
1100122,"Ji-Paraná",56.88,37.4614548239102,0.190800114758815,"RO",62.5652095212043,16,68.7697984212891,66.4720468309304,52.4537833113935,94.3789777257764,44.334574142125,79.8498999100752,97.1888014807959,73.5654789449329,67.2855572907629,56.5157419071798,71.2730195616148,32.3720927589645,82.8444882758124,79.3985867273297,26.5999340766033,79.7822335551247,90.2263625742254,13.2066030396208,15.3374233128834,1.02249488752556,0.781818039669447,9.38181647603337,4.3056541282,35.001156871819,51.4852074528246,51.52,83.6244794076816,22.5492221490716,5,9.70740186177418,3,37.5671428700494,2.1,21.3,26.2,4.8,8.5,23.6717870309599,39.5508926218,65.3181067408,13.5974156849,13.2909066743806,50.0363545388446,150.890881656203,42.2181741421502,1.63387533200178,10.035894634265,0.257760142471,70.5882352941177,5.43167081908358,2,0,7,18.2515337423313,51.1172289341784,15.5930470347648,0,1,11.2078903548098,6.6711140760507,2,19.32808220238,12.2947648597205,2014
1100130,"Machadinho D'Oeste",37.12,35.9340675275177,6.80091411684414,"RO",53.5986513130096,428,56.6404537538364,57.3654500492375,46.7900501359548,93.5306788976413,27.4551295521617,74.325298585609,81.4225795176512,94.8968891995806,72.2649423278574,31.2507079799335,58.395538370857,12.3814328253276,89.1648127974375,69.5200162033278,19.9983921298366,67.7825964092517,88.8115599149764,10.5676520897547,13.8067061143984,1.94552529182879,4.68970010254938,2.55774100314602,6.349562486,28.049632995456,14.2988421246094,32.91,43.4987766515205,61.0743095283558,6,45.6232437009231,6,23.7522676843089,1.7,30.7,34.5,4.4,14.9,11.6432235073218,9.2817993608,30.52805618,4.57683141555,12.7887050157301,35.8083740440443,74.1744890912346,23.0196690283142,2.55774100314602,108.661046291452,9.990738921786,61.5384615384615,1.97737009776997,3,5,4,27.0216962524655,49.1663821780432,17.7514792899408,0,1,23.8109411274481,9.94431185361973,2,14.1711523673514,10.6009008019334,2014
1100148,"Nova Brasilândia D'Oeste",0,75.8360914599679,0.465668623291867,"RO",51.0070246963981,548,55.2570531461215,56.590458489369,41.1735624537039,90.5070360482767,23.1489941416783,61.9438192080185,28.1377825618945,98.4068891280947,80.2368137782562,45.4283631865125,80.1180723005678,9.53497132783485,82.2090216307506,54.4997686983228,17.6444559528643,65.8415963708003,73.885751218752,7.32244627239902,19.6850393700787,0,12.4289234188392,9.915223755675,7.1350959797,21.270182992465,9.52031326480666,31.61,35.1991388589882,23.8298851983716,5,32.9576959209286,5,16.4323229948037,0.2,21.9,41.8,5.85,3,4.18503363827802,7.259506366,45.0200808598,1.598627026746,14.6634732880395,68.429542010851,141.746908451048,9.77564885869299,14.6634732880395,21.19521393223,0.933401782797,88.8888888888889,3.48658825717075,2,6,2,23.2283464566929,101.059866357044,15.748031496063,0,1,80.9143319510468,82.8500414250207,3,10.9246432058017,6.69424945376784,2014
1100155,"Ouro Preto do Oeste",0,87.6705366536538,0.0813835312705493,"RO",58.4123365270777,129,65.6141796899491,56.387922945453,53.234906945831,92.6287862054285,41.7156043147185,85.1032501549886,97.5069252077562,97.9224376731302,70.2319141571478,43.009078084661,68.6471045967536,29.7361934165431,74.9924713658307,52.1759224026845,30.4317761871224,70.7974749572125,99.4160185990236,12.2943580399655,7.41839762611276,1.48367952522255,5.50357732526142,13.7589433131535,6.1840120664,37.251168426519,25.7655755015839,54.17,76.159972299169,23.0429916386859,5,25.347995326144,5,30.9633611597641,2.7,24,28.8,4.85,8.4,17.7692152500053,29.2948592045,101.7088366411,7.078134341666,27.5178866263071,88.0572372041827,176.114474408365,55.0357732526142,2.75178866263071,23.972645908571,0.224444499863,66.6666666666667,3.44913771557111,6,0,3,18.8427299703264,89.0885973319728,15.5786350148368,0,1,5.20210164906622,0,1,17.8205448637841,11.5471132216946,2014
1100189,"Pimenta Bueno",0.94,38.4786592302748,1.78525074776231,"RO",60.9323272955698,30,73.0748722604383,60.4798087816381,49.242300844633,92.0098339078236,63.0283969411854,82.028932736178,96.9764422185123,92.6915229085513,60.1001669449082,55.2323254565661,73.66939731575,28.0893303093518,78.3312189261588,61.8292885752917,9.66236258660533,73.8741845480507,89.5790566637106,23.8535995801654,23.4505862646566,1.72117039586919,4.40759321611785,19.2128231871329,1.1865342163,64.607679465776,29.7097324985771,76.76,83.1200148395474,16.6053192239326,4,16.8378450186073,4,35.3822457689676,1.9,20.6,24.8,5,6.5,15.3514067926971,28.7630688635,94.9004797546,9.398472875572,35.6809573475325,74.1066037217983,139.979140363397,30.191579294066,8.23406708019981,28.0813901630955,3.004954113539,46.1538461538462,3.25006715014773,4,0,5,18.5929648241206,6.05780650025278,30.1507537688442,0,1,16.974086228358,11.4508187335394,2,37.9532634971797,20.4136449100188,2014
1100205,"Porto Velho",41.43,25.6365596864725,8.23691072412416,"RO",59.5284982384366,88,58.7963907013839,66.7710026954041,53.0181013185219,91.9177357635793,34.7686953717385,81.0350589587375,75.4929430396269,93.6826717251701,73.4315994640029,27.4640727114803,59.5848251114999,51.2825292445687,81.8061803300716,74.4104760954761,30.6173525790279,75.9077192980856,58.6244408725939,46.9228925243803,15.4435925520263,1.09529025191676,2.50225684319126,20.7879799280505,4.8267951365,28.142566262334,57.9749963121404,31.43,84.9654548302327,60.0580527577506,6,40.3801737037908,6,46.4960697936881,3.4,28.3,32.5,3.9,13,26.8414443558054,54.2112840434,154.0645693402,30.188434493278,12.3188029203262,66.4060469923835,86.0391391466534,52.1624311157563,6.7368453470534,29.2740718133963,2.280449986804,61.9047619047619,4.29745775920877,5,5,7,21.2705366922234,59.6756370669381,29.8357064622125,2.74097761534947,3,73.1735496874077,63.4030767177228,3,71.6924453405072,41.9037555691854,2014
1100254,"Presidente Médici (Rondônia)",0,90.7237934724164,0.0848051562624675,"RO",58.8698307613732,103,69.2033748826143,55.7443062289019,51.6618111726034,90.2300277035477,35.9511241821118,83.1624834615949,95.6029882604055,93.0629669156884,79.91462113127,67.4698641832029,73.8539671884953,22.6012279137265,75.15510627819,51.3669235351959,21.766406114941,76.366716034944,100,8.51412254052871,10.3806228373702,3.46020761245675,12.2719692367219,15.4567468700088,4.7269389628,30.907150480256,33.1870061457419,42.92,59.8078975453575,5.64684623637697,2,10.3044979133392,4,29.8217647243705,1.4,22.4,30,5.25,6.4,12.9730184941175,19.4032690292,86.5088618194,5.49364537827,25.7612447833479,103.044979133392,139.110721830079,51.5224895666959,5.15224895666959,35.3469386576359,0.043446148499,44.4444444444444,2.94078918491858,2,0,5,15.2249134948097,122.936453643126,19.7231833910035,0,1,0,0,1,11.9826186191459,8.20787429223544,2014
1100262,"Rio Crespo",0,61.8260158053027,1.2237685204309,"RO",54.0554305553634,331,59.9554162534712,49.8167562626887,52.3941191499302,91.2128845135062,15.7819357023166,63.6839526658244,75.2941176470588,88.2352941176471,57.1764705882353,69.1428921322377,50.7151919629981,13.1332240258115,81.5582473022373,53.8603617597077,20.532559647436,71.0945555390994,100,17.9493614131855,0,0,26.86005909213,0,7.5125208681,7.647058823529,43.5483870967742,12.02,28.9411764705882,0,1,37.6656469821866,5,9.87947046038333,3.8,39.1,37.2,4.1,11.8,7.44668959965235,11.2162080697,53.0760339719,1.663834581084,107.44023636852,26.86005909213,80.58017727639,0,0,163.228051462929,12.820512820513,77.7777777777778,5.93151792936101,6,4,1,8.33333333333333,151.238379935451,27.7777777777778,0,1,0,0,1,25.3437584254516,17.2553248854139,2014
1100288,"Rolim de Moura",0,90.070000817315,0.170865116549458,"RO",59.2716186671775,66,68.0394361908775,56.8781934638316,52.8972263468235,91.5362866173778,44.9034168771561,88.6901635048207,95.885026409532,97.9363714531384,78.2635392361537,47.0278777641552,70.4050323595684,25.7441061920384,79.5012153491362,51.8624199545834,15.5780971542241,76.517887551451,99.5839032406327,19.9090174409861,11.6156282998944,1.07874865156419,1.96000758729864,21.9370406932105,6.7225325885,48.986610981452,9.14520343411721,56.95,84.1051467878639,17.8213901051957,4,24.6714140472506,5,40.7962432485858,0.6,23.6,28.6,4.7,12.4,12.5426830728219,25.8308503791,92.7505565445,9.686410869396,29.2493875909473,73.1234689773683,129.794157434829,29.2493875909473,9.14043362217103,11.8615682209636,0.126451939231,63.6363636363636,2.77742935474044,7,0,6,19.8521647307286,46.1125678000697,17.3178458289335,0,1,3.70658660439601,0,1,30.8205063880875,17.5426021825219,2014
1100296,"Santa Luzia D'Oeste",0,81.1967949170145,0.311813046006917,"RO",48.334708141577,670,59.183036797208,54.3177729386073,31.5033146889158,89.6253281782461,20.2302736540033,67.2162267685777,67.1565856416054,94.6862634256642,62.8038439796495,59.6603185880048,80.8473545675818,17.0966840680267,66.4938035563359,52.8332495624846,8.88735530577421,68.0693469457074,40.7760154159904,8.28054108819112,19.4174757281553,0,14.7470874502286,14.7470874502286,6.271072151,19.163369135105,7.02402957486137,27.58,41.2662521198417,31.2548835755587,5,8.84836846107197,3,18.6797600945577,0.3,19,21.2,5.15,5.2,10.1600517997981,14.253256353,67.6172297901,2.510747862343,44.2412623506857,58.9883498009143,250.700486653886,88.4825247013715,14.7470874502286,59.5561797958561,0.450095645325,88.8888888888889,5.85802894555479,5,0,1,15.5339805825243,106.803141366859,19.4174757281553,0,1,300,169.204737732656,4,11.9457845164255,7.81070526073972,2014
1100304,"Vilhena",57.77,16.0457203202438,1.31485320190168,"RO",58.7922374697167,59,73.3095148320268,68.459308873005,34.6078887041184,92.4640479976539,81.7994780064059,82.5890128336707,95.2952029520295,92.9171791717917,58.2513325133251,36.3855204903766,74.3802225240428,34.4126789116552,81.5962426360308,83.448091420291,11.730567932628,75.4553986545361,33.9622045469036,17.2833836824058,16.9252468265162,2.11565585331453,3.07856497824481,15.392824891224,3.7356321839,94.167691676917,17.198307009394,97.94,90.7544075440754,48.5370087701963,6,31.1028965083904,5,36.7755291898115,1.6,15.7,24.1,4.9,7.8,23.8776073754754,37.0498294227,83.2983230058,17.055223143559,21.5499548477137,69.780806173549,100.566455955997,45.1522863475905,2.05237665216321,18.8626511817752,2.234203836903,80,2.73951245587269,4,0,8,18.688293370945,67.8600280780746,60.3667136812412,58.287795992714,5,149.176140858441,68.0210411754036,3,24.6110671848725,16.4927558827132,2014
